,5,24.1,36.6,43.4,5628,0.8,478,14.01,N/A,605.232,N/A,N/A,127.232,78.97797869,
,5.2,24.3,37.1,44.7,5541,0.86,513,14.89,N/A,643.248,N/A,N/A,130.248,79.75151108,
,5.4,24.3,37.9,46.4,5452,0.93,530,16.02,N/A,692.064,N/A,N/A,162.064,76.5825126,
10,0,23.6,26.9,32.1,6818,0.09,65,3.2,N/A,138.24,N/A,N/A,73.24,47.01967593,
,0.6,23.7,29.2,33.7,6839,0.1,73,3.41,N/A,147.312,N/A,N/A,74.312,49.55468665,
,1.2,23.6,30,35.1,6855,0.13,94,3.88,N/A,167.616,N/A,N/A,73.616,56.0805651,
,1.8,23.7,30.6,36.1,6762,0.18,127,4.62,N/A,199.584,N/A,N/A,72.584,63.6323553,
,2.4,23.9,31.1,36.9,6573,0.25,175,5.81,N/A,250.992,N/A,N/A,75.992,69.7233378,
,3,23.9,31.7,38.7,6399,0.34,232,7.32,N/A,316.224,N/A,N/A,84.224,73.36571544,
,3.6,23.9,32.4,41.9,6224,0.47,300,9.09,N/A,392.688,N/A,N/A,92.688,76.39652854,
,4.2,24.2,33,45.2,5976,0.61,381,11.2,N/A,483.84,N/A,N/A,102.84,78.74503968,
,4.8,24.2,33.5,51.2,5740,0.76,456,13.5,N/A,583.2,N/A,N/A,127.2,78.18930041,
,5,24.3,34.2,59.9,5658,0.82,489,14.4,N/A,622.08,N/A,N/A,133.08,78.60725309,
,5.2,24.5,34.9,65.7,5576,0.87,519,15.19,N/A,656.208,N/A,N/A,137.208,79.0907761,
,5.4,24.6,35.4,72.7,5509,0.93,541,15.99,N/A,690.768,N/A,N/A,149.768,78.31862507,
11,0,24.1,37.2,39.6,6922,0.1,73,3.41,N/A,147.312,N/A,N/A,74.312,49.55468665,
,0.6,24.1,37.2,40.2,6934,0.11,77,3.15,N/A,136.08,N/A,N/A,59.08,56.58436214,
,1.2,24,37.2,40.8,6843,0.13,93,3.48,N/A,150.336,N/A,N/A,57.336,61.8614304,
,1.8,24,37.5,41.2,6755,0.18,125,4.14,N/A,178.848,N/A,N/A,53.848,69.89175166,
,2.4,24.2,37.8,41.2,6558,0.24,164,5.27,N/A,227.664,N/A,N/A,63.664,72.03598285,
,3,24.3,38,42.8,6476,0.33,224,6.71,N/A,289.872,N/A,N/A,65.872,77.27548711,
,3.6,24.3,38.2,44.4,6382,0.43,289,8.32,N/A,359.424,N/A,N/A,70.424,80.40642806,
,4.2,24.3,38.4,45,6119,0.56,366,10.61,N/A,458.352,N/A,N/A,92.352,79.85129333,
,4.8,24.6,38.6,46.2,5877,0.74,453,13.09,N/A,565.488,N/A,N/A,112.488,80.1078007,
,5,24.8,38.8,47.5,5718,0.79,473,14.02,N/A,605.664,N/A,N/A,132.664,78.09610609,
,5.2,24.9,39.3,50.2,5636,0.86,511,15.25,N/A,658.8,N/A,N/A,147.8,77.56527019,
,5.4,24.9,39.6,52.2,5551,0.93,542,16.08,N/A,694.656,N/A,N/A,152.656,78.0242307,
12,0,23.2,24.4,26.4,6619,0.1,75,3.91,N/A,168.912,N/A,N/A,93.912,44.4018187,
,0.6,23.5,25.4,32.1,6699,0.11,76,3.69,N/A,159.408,N/A,N/A,83.408,47.67640269,
,1.2,23.7,26.2,34.2,6690,0.13,91,4.03,N/A,174.096,N/A,N/A,83.096,52.27001195,
,1.8,23.7,26.9,36.2,6681,0.18,124,4.63,N/A,200.016,N/A,N/A,76.016,61.9950404,
,2.4,23.7,27.7,37.2,6573,0.24,166,5.76,N/A,248.832,N/A,N/A,82.832,66.71167695,
,3,23.8,28.2,38.4,6380,0.34,225,7.36,N/A,317.952,N/A,N/A,92.952,70.76539855,
,3.6,23.8,29.1,40.4,6195,0.46,295,9.21,N/A,397.872,N/A,N/A,102.872,74.14444847,
,4.2,23.7,30,43,5965,0.6,375,11.47,N/A,495.504,N/A,N/A,120.504,75.68051923,
,4.8,23.7,30.6,46.2,5694,0.78,468,13.98,N/A,603.936,N/A,N/A,135.936,77.49165474,
,5,23.6,31.6,50.8,5605,0.86,495,15.23,N/A,657.936,N/A,N/A,162.936,75.23528124,
,5.2,23.8,32.3,54.7,5485,0.91,527,15.94,N/A,688.608,N/A,N/A,161.608,76.53120498,
,5.4,23.7,33.3,59.5,5424,0.97,557,17.08,N/A,737.856,N/A,N/A,180.856,75.4889843,
13,0,23.7,27.8,31.6,6790,0.1,73,3.19,N/A,137.808,N/A,N/A,64.808,52.97225125,
,0.6,23.6,28.2,32.6,6802,0.1,74,3.2,N/A,138.24,N/A,N/A,64.24,53.53009259,
,1.2,23.4,28.6,33.3,6805,0.13,92,3.56,N/A,153.792,N/A,N/A,61.792,59.82105701,
,1.8,23.6,29.1,34.4,6705,0.17,122,4.35,N/A,187.92,N/A,N/A,65.92,64.92124308,
,2.4,23.7,29.5,35.6,6613,0.24,169,5.42,N/A,234.144,N/A,N/A,65.144,72.17780511,
,3,23.8,29.9,37.7,6429,0.34,223,6.94,N/A,299.808,N/A,N/A,76.808,74.38093713,
,3.6,23.8,30.5,39.7,6250,0.45,297,8.84,N/A,381.888,N/A,N/A,84.888,77.77149321,
,4.2,23.8,31.1,43.5,6077,0.6,374,10.95,N/A,473.04,N/A,N/A,99.04,79.06308135,
,4.8,24.1,31.7,49.3,5762,0.77,465,13.6,N/A,587.52,N/A,N/A,122.52,79.14624183,
,5,24.1,32.5,59.7,5749,0.84,492,14.77,N/A,638.064,N/A,N/A,146.064,77.10825246,
,5.2,24.2,33.3,67.9,5522,0.9,520,15.89,N/A,686.448,N/A,N/A,166.448,75.7522784,
,5.4,24.2,34.1,77.1,5504,0.97,558,16.88,N/A,729.216,N/A,N/A,171.216,76.52053712,
14,0,23.6,35.6,38.7,6750,0.09,64,3.87,N/A,167.184,N/A,N/A,103.184,38.28117523,
,0.6,23.7,36.3,40.1,6762,0.1,72,4,N/A,172.8,N/A,N/A,100.8,41.66666667,
,1.2,23.8,36.8,41,6772,0.13,93,4.37,N/A,188.784,N/A,N/A,95.784,49.26264938,
,1.8,36.8,23.8,37.4,6666,0.18,125,5.09,N/A,219.888,N/A,N/A,94.888,56.84712217,
,2.4,23.7,37.5,43,6596,0.25,178,6.18,N/A,266.976,N/A,N/A,88.976,66.67265971,
,3,23.9,38.2,45.6,6412,0.35,234,7.54,N/A,325.728,N/A,N/A,91.728,71.83908046,
,3.6,24.1,38.9,46.9,6234,0.46,300,9.41,N/A,406.512,N/A,N/A,106.512,73.79855945,
,4.2,24.1,39.4,48.1,6065,0.6,381,11.58,N/A,500.256,N/A,N/A,119.256,76.16100557,
,4.8,24.2,39.7,51.2,5749,0.77,470,13.99,N/A,604.368,N/A,N/A,134.368,77.7671882,
,5,24.3,40.5,55.1,5668,0.83,497,15.01,N/A,648.432,N/A,N/A,151.432,76.64643324,
,5.2,24.3,40.9,59.3,5518,0.9,523,16.08,N/A,694.656,N/A,N/A,171.656,75.28906394,
,5.4,24.5,41.4,62.9,5506,0.96,547,17.3,N/A,747.36,N/A,N/A,200.36,73.19096553,
15,0,24.3,36.9,46.7,6850,0.1,72,3.36,N/A,145.152,N/A,N/A,73.152,49.6031746,
,0.6,24,39.6,47.9,6922,0.1,75,3.42,N/A,147.744,N/A,N/A,72.744,50.76348278,
,1.2,23.9,39.8,48.4,6824,0.13,93,3.8,N/A,164.16,N/A,N/A,71.16,56.65204678,
,1.8,23.9,39.9,48.7,6729,0.18,126,4.55,N/A,196.56,N/A,N/A,70.56,64.1025641,
,2.4,24,40.2,48.7,6535,0.25,174,5.73,N/A,247.536,N/A,N/A,73.536,70.29280589,
,3,24.2,40.4,48.8,6443,0.34,232,7.3,N/A,315.36,N/A,N/A,83.36,73.5667174,
,3.6,24.2,40.5,49.1,6263,0.46,297,9.04,N/A,390.528,N/A,N/A,93.528,76.05088496,
,4.2,24.3,40.7,49.5,6009,0.6,375,11.22,N/A,484.704,N/A,N/A,109.704,77.36680531,
,4.8,24.2,41,50.7,5701,0.76,462,13.59,N/A,587.088,N/A,N/A,125.088,78.69348377,
,5,24.2,41.3,52.3,5656,0.83,492,14.76,N/A,637.632,N/A,N/A,145.632,77.16049383,
,5.2,24.6,41.7,54.4,5539,0.89,525,16.01,N/A,691.632,N/A,N/A,166.632,75.90741897,
,5.4,24.5,42.1,56.3,5460,0.98,562,17.01,N/A,734.832,N/A,N/A,172.832,76.48006619,
16,0,22.1,39.9,51.1,6821,0.1,73,4.72,N/A,203.904,N/A,N/A,130.904,35.80116133,
,0.6,22.2,40.1,53.6,6805,0.11,77,4.62,N/A,199.584,N/A,N/A,122.584,38.58024691,
,1.2,22.3,40.6,55.1,6696,0.13,92,4.95,N/A,213.84,N/A,N/A,121.84,43.0228208,
,1.8,22.5,40.9,56.3,6681,0.18,123,5.57,N/A,240.624,N/A,N/A,117.624,51.11709555,
,2.4,22.4,41.9,57.2,6573,0.24,165,6.57,N/A,283.824,N/A,N/A,118.824,58.13461864,
,3,22.4,41.9,57.9,6380,0.33,223,7.89,N/A,340.848,N/A,N/A,117.848,65.4250575,
,3.6,22.6,42.7,58.8,6198,0.45,295,9.79,N/A,422.928,N/A,N/A,127.928,69.75182537,
,4.2,22.6,43,59.4,6102,0.59,377,12.05,N/A,520.56,N/A,N/A,143.56,72.42200707,
,4.8,22.5,43.3,60.6,5789,0.78,475,14.9,N/A,643.68,N/A,N/A,168.68,73.79443202,
,5,22.5,44.4,61.9,5686,0.85,506,16.05,N/A,693.36,N/A,N/A,187.36,72.97796239,
,5.2,22.9,45,63.8,5599,0.92,540,17.06,N/A,736.992,N/A,N/A,196.992,73.27080891,
,5.4,23.1,45.9,65.7,5444,0.99,566,18.25,N/A,788.4,N/A,N/A,222.4,71.79096905,
17,0,23.4,44.6,50.5,6741,0.1,72,4.33,N/A,187.056,N/A,N/A,115.056,38.49114704,
,0.6,23.3,43.6,53.9,6750,0.11,78,4.28,N/A,184.896,N/A,N/A,106.896,42.18587747,
,1.2,23.2,43.6,55.8,6753,0.13,95,4.42,N/A,190.944,N/A,N/A,95.944,49.75280711,
,1.8,23.5,43.9,57.1,6657,0.18,122,5.02,N/A,216.864,N/A,N/A,94.864,56.25645566,
,2.4,23.6,44.1,57.8,6564,0.24,165,6.09,N/A,263.088,N/A,N/A,98.088,62.71665754,
,3,23.4,44.3,58.3,6380,0.33,224,7.47,N/A,322.704,N/A,N/A,98.704,69.41345629,
,3.6,23.4,44.5,58.4,6289,0.45,296,9.3,N/A,401.76,N/A,N/A,105.76,73.67582636,
,4.2,23.6,44.9,59.1,5952,0.6,381,11.5,N/A,496.8,N/A,N/A,115.8,76.69082126,
,4.8,23.8,45.3,60.2,5714,0.77,459,13.89,N/A,600.048,N/A,N/A,141.048,76.49388049,
,5,23.8,45.6,61.1,5705,0.83,495,14.99,N/A,647.568,N/A,N/A,152.568,76.43984879,
,5.2,23.8,45.8,63.2,5620,0.9,524,16.08,N/A,694.656,N/A,N/A,170.656,75.43302008,
,5.4,24,46.1,66.1,5464,0.98,551,17.46,N/A,754.272,N/A,N/A,203.272,73.05057062,
18,0,23.6,38.4,40.9,6768,0.1,68,4.52,N/A,195.264,N/A,N/A,127.264,34.82464766,
,0.6,23.6,37.6,46.4,6784,0.11,76,4.27,N/A,184.464,N/A,N/A,108.464,41.20045104,
,1.2,23.5,37.2,48.5,6793,0.13,93,4.6,N/A,198.72,N/A,N/A,105.72,46.79951691,
,1.8,23.5,37.9,50.4,6605,0.17,123,5.27,N/A,227.664,N/A,N/A,104.664,54.02698714,
,2.4,23.7,38.3,51.2,6516,0.24,164,6.41,N/A,276.912,N/A,N/A,112.912,59.22459121,
,3,23.7,38.8,52.2,6423,0.34,230,7.81,N/A,337.392,N/A,N/A,107.392,68.16996254,
,3.6,24.1,39.6,53.1,6247,0.45,293,9.48,N/A,409.536,N/A,N/A,116.536,71.54438193,
,4.2,23.9,39.8,53.9,5995,0.58,366,11.65,N/A,503.28,N/A,N/A,137.28,72.72293753,
,4.8,23.9,40.7,54.9,5690,0.77,462,14.29,N/A,617.328,N/A,N/A,155.328,74.83865951,
,5,23.9,41.4,57.1,5607,0.83,490,15,N/A,648,N/A,N/A,158,75.61728395,
,5.2,24.1,42.2,60.4,5544,0.89,513,16.3,N/A,704.16,N/A,N/A,191.16,72.85276074,
,5.4,24.1,42.8,62.4,5442,0.96,552,17.3,N/A,747.36,N/A,N/A,195.36,73.85998715,
19,0,23.6,45.3,54.2,6853,0.1,69,3.19,N/A,137.808,N/A,N/A,68.808,50.06966214,
,0.6,24,44.7,54.9,6821,0.1,76,3.3,N/A,142.56,N/A,N/A,66.56,53.31088664,
,1.2,23.6,44.7,55.2,6827,0.13,93,3.73,N/A,161.136,N/A,N/A,68.136,57.71522192,
,1.8,23.6,44.3,55.6,6729,0.18,124,4.47,N/A,193.104,N/A,N/A,69.104,64.21410225,
,2.4,23.6,44.3,55.8,6575,0.24,169,5.53,N/A,238.896,N/A,N/A,69.896,70.74208024,
,3,23.6,44.1,56,6393,0.32,214,6.89,N/A,297.648,N/A,N/A,83.648,71.89700586,
,3.6,23.6,44.1,56.2,6265,0.45,293,8.78,N/A,379.296,N/A,N/A,86.296,77.24837594,
,4.2,23.9,44.3,56.3,6095,0.59,371,11.1,N/A,479.52,N/A,N/A,108.52,77.3690357,
,4.8,23.9,44,56.6,5778,0.76,459,13.52,N/A,584.064,N/A,N/A,125.064,78.58727811,
,5,23.9,44.4,58.2,5617,0.83,495,14.68,N/A,634.176,N/A,N/A,139.176,78.05404178,
,5.2,23.9,44.7,59.3,5539,0.9,521,15.99,N/A,690.768,N/A,N/A,169.768,75.42329697,
,5.4,23.9,44.9,60.4,5458,0.97,555,16.8,N/A,725.76,N/A,N/A,170.76,76.47156085,
20,0,24.4,37.8,46.9,6800,0.1,74,3.94,N/A,170.208,N/A,N/A,96.208,43.47621733,
,0.6,24.2,37.7,50,6833,0.11,78,4.14,N/A,178.848,N/A,N/A,100.848,43.61245303,
,1.2,24.1,37.9,52.1,6720,0.13,94,4.35,N/A,187.92,N/A,N/A,93.92,50.02128565,
,1.8,23.9,38.3,53.6,6708,0.18,124,4.94,N/A,213.408,N/A,N/A,89.408,58.10466337,
,2.4,24,38.4,54.2,6602,0.24,162,6.03,N/A,260.496,N/A,N/A,98.496,62.18905473,
,3,24,38.9,55.2,6407,0.33,219,7.42,N/A,320.544,N/A,N/A,101.544,68.3213537,
,3.6,24.4,39.3,56.1,6221,0.45,300,9.35,N/A,403.92,N/A,N/A,103.92,74.2721331,
,4.2,24.4,39.9,56.8,6050,0.6,372,11.59,N/A,500.688,N/A,N/A,128.688,74.29776627,
,4.8,24.2,40.4,58.1,5731,0.76,457,13.99,N/A,604.368,N/A,N/A,147.368,75.61618087,
,5,24.2,40.8,59.4,5582,0.86,501,15.44,N/A,667.008,N/A,N/A,166.008,75.11154289,
,5.2,24.3,41.4,60.8,5502,0.91,535,16.32,N/A,705.024,N/A,N/A,170.024,75.88394154,
,5.4,24.3,42.1,62.8,5421,0.97,562,17.3,N/A,747.36,N/A,N/A,185.36,75.1980304,
21,0,24.4,28.8,32.1,6818,0.1,67,3.54,N/A,152.928,N/A,N/A,85.928,43.81146683,
,0.6,24.8,29.2,34.6,6726,0.1,74,3.66,N/A,158.112,N/A,N/A,84.112,46.80226675,
,1.2,24.4,29.6,36.4,6735,0.13,91,3.93,N/A,169.776,N/A,N/A,78.776,53.6000377,
,1.8,24.7,30.1,37.7,6648,0.17,121,4.77,N/A,206.064,N/A,N/A,85.064,58.71962109,
,2.4,24.4,30.7,38.9,6558,0.24,167,5.95,N/A,257.04,N/A,N/A,90.04,64.97043262,
,3,24.4,31.5,40.4,6377,0.33,223,7.32,N/A,316.224,N/A,N/A,93.224,70.51963165,
,3.6,24.8,31.9,41,6206,0.46,298,9.18,N/A,396.576,N/A,N/A,98.576,75.14322601,
,4.2,24.8,32.5,41.9,5969,0.6,378,11.45,N/A,494.64,N/A,N/A,116.64,76.41921397,
,4.8,24.7,33.3,43.5,5658,0.78,464,14.15,N/A,611.28,N/A,N/A,147.28,75.90629499,
,5,24.9,34.2,45.3,5578,0.84,499,15.1,N/A,652.32,N/A,N/A,153.32,76.49619818,
,5.2,24.9,35.1,47.4,5498,0.91,525,15.95,N/A,689.04,N/A,N/A,164.04,76.19296412,
,5.4,24.9,36.1,49.7,5415,0.97,545,16.96,N/A,732.672,N/A,N/A,187.672,74.3852638,
22,0,25.1,39.8,53.1,6858,0.09,68,4.12,N/A,177.984,N/A,N/A,109.984,38.20568141,
,0.6,24.8,45.3,55.4,6756,0.11,74,4.21,N/A,181.872,N/A,N/A,107.872,40.68795636,
,1.2,24.8,46.1,56.8,6756,0.14,96,4.73,N/A,204.336,N/A,N/A,108.336,46.98144233,
,1.8,24.8,46.5,57.7,6663,0.18,126,5.45,N/A,235.44,N/A,N/A,109.44,53.51681957,
,2.4,24.8,26.5,58.3,6567,0.25,174,6.56,N/A,283.392,N/A,N/A,109.392,61.39905149,
,3,25.1,46.8,58.7,6380,0.34,229,8.07,N/A,348.624,N/A,N/A,119.624,65.68681445,
